Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,4262.279999999998,37
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,29706.79999999997,239
ebc3f5c4-6700-34af-8323-85621c313726,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,4135682811,387.48,3
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,42622.800000000236,331
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,45154.3300000003,360
d78e84ec-30aa-3bba-a33a-f29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,6177262000,387.48,4
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,1549.9200000000003,13
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,258.32,2
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,83437.36000000134,653
7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,7814533002,26555.289999999975,212
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,6793.689999999995,62
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,77.49,1
9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,6177545800,4003.959999999998,31
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,29319.31999999997,234
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,14078.439999999988,110
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,24230.409999999978,190
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,40297.92000000017,321
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,57889.260000000475,469
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,48925.55000000023,401
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,9945.319999999992,78
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,24927.879999999976,194
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,92736.88000000159,728
d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,5085485300,175502.53000000384,1370
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,14982.559999999987,118
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,10849.439999999991,86
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,9816.159999999993,78
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,1291.6000000000001,10
80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,5082281200,13432.639999999989,105
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,129.16,3
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,3668.0599999999977,40
c1c0c43e-ca87-3ee5-9549-be3f28afde81,Greenfield Outpatient Clinic,143 Munson Street,Greenfield,MA,01301,42.580627,-72.623634,413-773-8428 Or 413-773-8428,258.32,2
3417f72c-36d3-3e9d-b28e-9f7a165c3ed8,PREMIUM EYE CARE  PC,738 HIGH ST,WESTWOOD,MA,02090-2503,42.219645,-71.216768,781-329-5454,5812.199999999996,45
869ba21d-a974-3260-9752-4d1ba8d12f28,PCP2617,102 WESTLAND RD,WESTON,MA,02493-1341,42.360502000000004,-71.303433,781-894-8898,3616.4799999999987,28
d9226911-fb48-32ac-851e-6ccbb9378e45,PCP3336,124 HARVARD ST,BROOKLINE,MA,02446-6478,42.323853,-71.142003,774-279-1710,2195.7200000000003,17
6b3080ef-1b74-33ae-aae8-5fdca88f4864,TOTAL WOMEN'S HEALTH CARE  INC.,46 DAGGETT DR,WEST SPRINGFIELD,MA,01089-4646,42.125451,-72.649734,413-747-4554,5941.359999999996,46
088678d4-c735-3fa9-a22c-40272e071498,PCP4830,531 KING ST,LITTLETON,MA,01460-1279,42.535931,-71.490569,781-718-1916,5812.199999999996,45
6fca7f82-5436-395c-b7d5-df9438fb4b2e,PCP5655,923 ROUTE 6A T,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,508-362-5080,7362.119999999994,57
6ffe62de-5d90-3cc7-be16-643a7496c817,PCP8458,601 AMHERST RD,SUNDERLAND,MA,01375-9466,42.466691,-72.546751,413-665-3336,12270.19999999999,95
a09528a0-51c6-3031-a1ca-353f0fb3998c,PCP9937,5 WATSON RD,BELMONT,MA,02478-3932,42.395317,-71.180284,617-484-2272,5941.359999999996,46
473bc439-a132-39ca-8f41-46c9d9d44c4b,PCP13338,38 COLONIAL AVE,NEWTON,MA,02460-1215,42.331876,-71.208402,617-965-4090,4908.079999999997,38
d45567f1-35d2-32e8-a296-2ef5481e9ad4,PCP13716,52 MACARTHUR RD,NATICK,MA,01760-2938,42.284822,-71.348811,508-653-5802,7749.599999999994,60
92fba4ac-ef81-3a44-9921-64c063301834,PCP15182,1070 ROUTE 134,EAST DENNIS,MA,02641-0356,41.735496999999995,-70.157388,508-385-7474,10720.279999999992,83
716a45cc-ebc8-35b9-b97b-5512c41b39d2,PCP15251,26 CHESTNUT ST,ANDOVER,MA,01810-3682,42.648044,-71.161751,978-470-0774,5553.8799999999965,43
e7908588-196c-3534-853a-18910e276286,PCP16203,530 GREAT RD,ACTON,MA,01720-3415,42.483953,-71.43849499999999,978-807-1164,3616.4799999999987,28
47732fb1-0cf7-3bbd-a0ba-d76ecc20180f,PCP16647,27 COLLEGE ST,SOUTH HADLEY,MA,01075-1155,42.256208,-72.58103,413-325-3423,5166.399999999997,40
76414819-cc4b-3ceb-b54a-89481b9fb641,PCP19822,7 CLIFTON HEIGHTS LN,MARBLEHEAD,MA,01945-2704,42.495629,-70.83582,781-631-8581,2195.7200000000003,17
5725be7c-bbe8-3068-a655-cb8fce11c65a,PCP20231,1581 BEACON ST,BROOKLINE,MA,02446-4602,42.323853,-71.142003,781-221-8497,4003.959999999998,31
d853ba63-4199-322c-be7d-b53c150094fb,PCP20808,17 NORWOOD POND RD,BEVERLY,MA,01915,42.556659,-70.84496,978-927-6438,1937.4000000000005,15
eace7fdc-6525-36eb-b0e2-c6773a7acee2,PCP21449,460 MAIN ST,INDIAN ORCHARD,MA,01151-1234,42.115454,-72.539978,413-775-3355,3099.8399999999992,24
23ff8b3d-5d05-392d-998e-8797a7385c66,PCP24230,354 MERRIMACK STREET  BUILDING,LAWRENCE,MA,01843-1754,42.700272999999996,-71.161357,978-682-2143,3228.999999999999,25
f7422183-3c2f-3958-87af-5137e257301a,KAREN NECKERS OD,780 LYNNWAY,LYNN,MA,01905-3026,42.474862,-70.96218499999999,781-599-8030,4003.959999999998,31
266a986a-a9b6-370c-bf43-413c37247936,PCP29039,1330 BEACON ST,BROOKLINE,MA,02446-3200,42.323853,-71.142003,617-731-8181,5295.559999999997,41
8e65bfae-f627-32e8-bce0-b44f7130befe,PCP29121,10 LONGWOOD DR,WESTWOOD,MA,02090-1123,42.219645,-71.216768,781-329-4433,2454.04,19
483d17d4-3ddb-348d-af22-84db8a6b8ae4,PCP31069,923 ROUTE 6A O,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,774-994-8328,2195.7200000000003,17
9ad15150-45c8-316c-8a48-4028fe09b338,MEDFORD CHIROPRACTIC CENTER,314 MAIN ST,MEDFORD,MA,02155-6160,42.423844,-71.10923100000001,781-396-1070,4262.279999999998,33
fd55b97b-a84f-34f7-a2ac-18385fd65745,PCP36055,300 MOUNT AUBURN ST,CAMBRIDGE,MA,02238-5211,42.376043,-71.11868,617-864-1924,1679.0800000000004,13
dc34b00a-ed8c-3c95-9286-8612fa377810,PCP36576,119 WHITING ST,HINGHAM,MA,02043-3824,42.224319,-70.880673,780-740-8831,1420.7600000000002,11
819507f6-772a-3a2c-ac1d-d6b806531744,PCP39516,3003 CRANBERRY HWY B,E WAREHAM,MA,02538-1354,41.793699,-70.638745,508-295-2661,1679.0800000000004,13
d94c9186-7bed-3d24-88a2-d5bc92d92737,PCP39872,12 ARROW ST,CAMBRIDGE,MA,02138-5105,42.376043,-71.11868,617-893-8752,4391.439999999998,34
c4728462-561c-3d54-aade-309236aa8495,PCP41015,1 BROOKLINE PL,BROOKLINE,MA,02445-7277,42.323853,-71.142003,617-278-0438,8007.919999999994,62
8aca2cb8-800c-3bac-9a11-fc1c9899e0fc,PCP44433,339 WASHINGTON ST,DEDHAM,MA,02026-1870,42.246871999999996,-71.179462,857-242-9939,6587.159999999995,51
27a44976-5577-32f4-be7c-0bc97487b7a6,PCP45692,175 DWIGHT RD,LONGMEADOW,MA,01106-1761,42.047565000000006,-72.57113000000001,413-567-6200,12657.67999999999,98
ec000aef-606c-3d72-b54d-22248b3069f9,MIDDLETON FAMILY MEDICINE URGENT CARE  LLC,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,978-774-2555,13174.319999999989,102
628b343f-2360-3994-ba84-1291d2a2421b,COMMONWEALTH OB-GYN  PC,1 BROOKLINE PL,BROOKLINE,MA,02445-7296,42.323853,-71.142003,617-732-1510,4262.279999999998,33
8c81ca40-e395-3f80-8d6c-ab0bb7fea821,PCP52699,330 WALNUT ST EXT,AGAWAM,MA,01001-1524,42.064731,-72.653477,413-732-1908,9945.319999999992,77
bee99f4b-dbff-334b-ba02-f90f8e199aca,DERMATOLOGY OF CAPE COD  PC,37 EDGERTON DR,NO FALMOUTH,MA,02556-2821,41.601508,-70.639317,508-563-2550,6587.159999999995,51
9712132c-71c8-3289-bef1-1cc69e3f3bc4,PSYCHOTHERAPY ASSOCIATES OF NORTH READING,58 CONCORD ST,NORTH READING,MA,01864-2602,42.578222,-71.084398,978-664-2566,7362.119999999994,57
55cf4059-5e57-3442-8072-cf46084b1d2e,PCP64981,352 PARK ST,NORTH READING,MA,01864-2158,42.578222,-71.084398,978-664-9400,3099.8399999999992,24
5db9c918-9e4d-38bb-a94c-2c031fcb6fb0,CRABBE CHIROPRACTIC  INC,132 S MAIN ST,ACUSHNET,MA,02743-2772,41.718216999999996,-70.901151,508-998-2800,19373.99999999998,150
0302307f-be1c-3f1c-9529-366199ca523d,DANIEL H ERVIN DO PC,22 S ST,WESTMINSTER,MA,01473-1535,42.5546,-71.90544,978-874-7368,4778.919999999997,37
4a52148e-3f36-3c19-8964-28263bf687d9,PCP69746,70 NEW OCEAN ST,SWAMPSCOTT,MA,01907-1831,42.468059000000004,-70.89126,781-581-7300,904.1199999999999,7
cfdd8c47-ad93-3108-90d4-5acd3a787966,PCP70048,6 PLEASANT ST,MALDEN,MA,02148-5167,42.42938,-71.058706,781-910-4483,4133.119999999998,32
150aa536-7e63-34a3-8e88-a5c266306a91,PCP92836,33 ELECTRIC AVE,FITCHBURG,MA,01420-7954,42.601977000000005,-71.81586999999999,,5424.719999999997,42
f9d686d4-0133-30a3-ab72-80c9e93921f4,PCP95496,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,,4908.079999999997,38
d418e534-66d8-3098-95b7-3ef920e5d4a8,PCP97518,805 HIGH ST,WESTWOOD,MA,02090-2539,42.219645,-71.216768,,8524.559999999994,66
5b002810-5626-37cc-9be7-42713e74aa46,MERRIMACK VALLEY ORAL SURGEONS  INC,88 MONTVALE AVE,STONEHAM,MA,02180-3644,42.474208000000004,-71.097665,781-438-7206,5553.8799999999965,43
9de56a33-a10b-32e6-986c-b9576eb3e933,BAY RADIOLOGY ASSOCIATES  INC.,273 TEATICKET HWY,TEATICKET,MA,02536-5638,41.562579,-70.587349,508-495-8000,6070.519999999996,47
d9242200-7588-3df0-8ff0-61a45b07c487,PCP114043,32 NYE AVE,ACUSHNET,MA,02743-2750,41.718216999999996,-70.901151,,7362.119999999994,57
6eb642c6-9c0d-35a4-af6d-a29b6bf0f59e,MANHAN INTERNAL MEDICINE PC,6 PARC PL,SOUTHAMPTON,MA,01073-9277,42.226949,-72.74158800000001,413-529-9282,1033.28,8
68d3d96d-1cfc-3a8c-9985-bbe0457922de,PCP143203,612 WASHINGTON ST,CANTON,MA,02021-3032,42.175737,-71.125385,,3874.7999999999984,30
129f2d58-3525-3665-bf25-6d2e45a8b622,PCP143569,438 CHESTNUT ST,SPRINGFIELD,MA,01107-2008,42.115454,-72.539978,,3745.6399999999985,29
5706c92d-4ff2-3c9e-a7bd-87efabbb9e1d,PCP158806,101 BROADWAY RD,DRACUT,MA,01826-4068,42.679722999999996,-71.30068,978-970-2222,7491.279999999994,58
88a103f9-8486-3619-a47d-756669b258d0,PCP161890,1 BLACKBURN DR,GLOUCESTER,MA,01930-2237,42.62885,-70.685875,,2324.88,18
73252dda-e8d6-3673-a57b-82882eb974d8,PCP163539,777 CONCORD AVE,CAMBRIDGE,MA,02138-1053,42.376043,-71.11868,,6070.519999999996,47
bcb689cd-0b3e-3f85-9a8b-2f871f55f01e,PCP167057,529 MAIN ST B,ACTON,MA,01720-3934,42.483953,-71.43849499999999,,6845.479999999995,53
66f6173a-ae2d-39e2-92b1-4527dc312957,PATRIOT URGENT CARE PROFESSIONALS  PC,1030 MAIN ST,WALTHAM,MA,02451-7447,42.388921,-71.24226800000001,508-785-1926,4520.599999999998,35
0cbaa347-b8a8-362b-b18f-0d17a728685e,NEARY AND HUNTER OB/GYN LLC,67 BELMONT ST,WORCESTER,MA,01605-2657,42.269478,-71.807783,508-752-1491,3487.319999999999,27
f43ccb73-d283-3d31-90d3-58e65ef30d0b,ADULT AND PEDIATRIC DERMATOLOGY  P.C.,340 MAPLE ST,MARLBORO,MA,01752-3295,42.349617,-71.547214,508-460-9613,1679.0800000000004,13
c13aae5c-3443-371c-a343-60f2c46d6852,PCP171808,12 CANDLEWOOD LN,DENNIS PORT,MA,02639-1334,41.666903999999995,-70.135645,508-292-6022,8782.879999999994,68
020e0d35-3a30-326d-9bfb-383ba3b117cf,NORTHAMPTON RADIOLOGIC ASSOCIATES  INC.,31 HALL DR,AMHERST,MA,01002-2751,42.363534,-72.50729100000001,413-256-8561,2324.88,18
b62bd2d8-9931-3326-834f-3b32bf7b18e6,PCP178484,541 HIGH ST,WESTWOOD,MA,02090-1628,42.219645,-71.216768,781-326-1128,7620.439999999994,59
ddc1c390-e655-389a-af24-e55ec92f0eff,CENTER FOR PSYCHIATRIC MEDICINE PC,290 MERRIMACK ST,LAWRENCE,MA,01843-1782,42.700272999999996,-71.161357,978-685-8800,2454.04,19
6b7dc4b8-cbae-3e45-9d32-8224ca678b8c,DEDHAM OPHTHALMIC CONSULTANTS AND SURGEONS PC,980 -990 WASHINGTON ST,DEDHAM,MA,02026-6704,42.246871999999996,-71.179462,781-255-2222,8266.239999999994,64
bb207726-7171-3188-97fd-3aff5dc11598,ERICKSON HEALTH MEDICAL GROUP OF MASSACHUSETTS PC,100 BROOKSBY VILLAGE DR,PEABODY,MA,01960-1438,42.534279,-70.969782,978-536-7850,7103.799999999995,55
7a050787-19eb-3af2-90c4-f46dada2b554,PCP183272,829 AMERICAN LEGION HWY,WESTPORT,MA,02790-4128,41.579794,-71.081822,,1937.4000000000005,15
18d2571f-c1ed-3a44-b490-b52de85df91f,FOOT HEALTH CENTER OF MERRIMACK VALLEY PC,451 ANDOVER ST,NORTH ANDOVER,MA,01845-5070,42.673909,-71.091334,978-686-1623,4262.279999999998,33
2ca9f7c6-0411-38af-8bef-0e550f711194,NEW ENGLAND PHYSIATRY LLC,799 CONCORD AVE,CAMBRIDGE,MA,02138-1048,42.376043,-71.11868,,3099.8399999999992,24
1eb446a7-1770-3d2c-9608-b14e4173c6c0,FCP  INC,360 MERRIMACK ST,LAWRENCE,MA,01843-1764,42.700272999999996,-71.161357,978-687-1617,3874.7999999999984,30
e2a8ec33-589a-3cb4-abc0-20ee71b59bd2,NEW ENGLAND ORTHOPAEDIC AND SPINE SURGERY LLC,830 BOYLSTON ST,CHESTNUT HILL,MA,02467-2503,42.331876,-71.208402,617-734-2450,4003.959999999998,31
f16be999-a065-35c2-90d5-13cc32170aad,FCP  INC,76 CHURCH ST,WHITINSVILLE,MA,01588-1464,42.119228,-71.67182199999999,508-234-4181,6587.159999999995,51
41d23e0d-a557-3c43-aae3-dd305eae5083,SWIFT RIVER MEDICAL ASSOCIATES LLC,35 BRIDGE ST,BELCHERTOWN,MA,01007-8924,42.27901,-72.400468,413-213-0550,3616.4799999999987,28
eed417a8-ad20-396f-9896-5a028431f9f4,MIDDLESEX RECOVERY PC,20 TOWER OFFICE PARK,WOBURN,MA,01801-2113,42.488769,-71.154438,781-305-3300,4778.919999999997,37
2075b030-1585-3772-8792-fa474af2c744,SOUTH SHORE WOMEN'S HEALTH  P.C.,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,781-447-4001,3099.8399999999992,24
15019426-277a-30bd-9d48-3dde152fe519,HOPEDALE CARDIOVASCULAR ASSOCIATES  LLC,236 MILFORD ST,UPTON,MA,01568-1309,42.176526,-71.603588,508-473-1015,6974.639999999995,54
f43d6681-f2aa-3bb7-81c6-8abe6cfe7a15,PCP222777,54 HOPEDALE ST,HOPEDALE,MA,01747-1719,42.123007,-71.53140400000001,,8782.879999999994,68
4c992f21-944c-30c5-b851-c5f22fffa031,PCP226397,1 POST OFFICE SQ,LYNNFIELD,MA,01940-2218,42.534146,-71.038333,,3616.4799999999987,28
2d19d984-3cc4-3409-8857-ace5c74b3f7a,PARTNERS IN REHABILITATION LLC,880 BROADWAY,SAUGUS,MA,01906-3284,42.468432,-71.01394599999999,781-233-2111,4391.439999999998,34
77ebe09d-33e2-32ac-bf9c-0886c8617f8a,HOLYOKE PEDIATRAIC ASSOCIATES LLP,150 LOWER WESTFIELD RD,HOLYOKE,MA,01040-2767,42.211656,-72.642448,413-536-2393,7878.759999999994,61
3aa120ec-80ca-3560-9f29-0dd34fe4a4e1,NORTH BRIDGE IMAGING GROUP  LLC,133 OLD RD TO NINE ACRE CORNER,CONCORD,MA,01742-4159,42.462911,-71.364496,978-287-3794,4649.7599999999975,36
fc71bedc-af13-3a7a-8c85-f84072daaef0,MASSACHUSETTS ACUTE CARE SPECIALISTS PC,585 LEBANON ST,MELROSE,MA,02176-3225,42.455723,-71.05901899999999,781-979-3000,3487.319999999999,27
55b35ee5-db13-3eae-ab0a-d7dd1feeb3b1,ORTHOPEDIC SURGERY  INC,92 MONTVALE AVE,STONEHAM,MA,02180-3601,42.474208000000004,-71.097665,781-279-7040,4908.079999999997,38
ceb0ea51-8bc9-3c5e-8666-7d2aecd0c904,MT AUBURN PROFESSIONAL SERVICES,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138-5502,42.376043,-71.11868,617-492-3400,2324.88,18
3da664ce-fd06-3b9e-be69-9a838a3505df,MILTON CHIROPRACTIC AND REHABILITATION INC,711 W CTR ST,WEST BRIDGEWATER,MA,02379-1542,42.021617,-71.026717,508-659-4499,4262.279999999998,33
3db6151a-809b-3539-a615-9eb24297e44d,SOUTH COUNTY PHYSICAL THERAPY INC,73 CANAL ST,MILLBURY,MA,01527-3253,42.192246000000004,-71.777649,508-581-8703,5683.039999999996,44
93c3c134-ee53-3af3-8cd9-98b16b28f454,LAHEY PHYSICIAN COMMUNITY ORGANIZATION I INC,155 BROADWAY RD,DRACUT,MA,01826-2754,42.679722999999996,-71.30068,978-458-0475,3874.7999999999984,30
53376fc3-d7af-3cd2-9561-26b5a1a2ceff,SOUTH COUNTY PHYSICAL THERAPY INC,242 STURBRIDGE RD,CHARLTON,MA,01507-5327,42.133935,-71.968025,508-248-3200,8653.719999999994,67
18362426-1324-35e6-a226-adccb56a7a36,PCP258407,98 S MAIN ST,MIDDLEBOROUGH,MA,02346-2123,41.878004,-70.86926700000001,508-947-2155,9557.839999999993,74
3b044074-c6a7-36fb-a3f3-33d6b3ff97ee,TRICOMMUNITY ANESTHESIA ASSOCIATES  P.C.,340 THOMPSON RD,WEBSTER,MA,01570-1509,42.047075,-71.845805,508-943-2600,6845.479999999995,53
b3018e73-823a-378b-a7e2-1d13f38d3233,ASSOCIATED PHYSICIANS OF HARVARD MEDICAL FACULTY PHYSICIANS AT BETH IS,199 REEDSDALE RD,MILTON,MA,02186-3926,42.241557,-71.082432,,4520.599999999998,35
731e0f3a-075d-37ab-9ba7-fbf1ab2f45e9,THE GENERAL HOSPITAL CORPORATION,151 EVERETT AVE,CHELSEA,MA,02150-1812,42.396824,-71.031348,617-884-8300,1937.4000000000005,15
91dbddde-2e64-3dc2-b023-ad70bcee9fd9,VIRTUAL RADIOLOGIC PROFESSIONALS  LLC,156 DEDHAM ST,CANTON,MA,02021-1509,42.175737,-71.125385,952-595-1100,4262.279999999998,33
d7d965c6-deeb-39e1-ab10-a10a7b3d628f,CAMBRIDGE PUBLIC HEALTH COMMISSION,100 ELM ST,EVERETT,MA,02149-5128,42.405938,-71.054649,617-843-0700,4391.439999999998,34
